Metric,Hits@1,Hits@3,Hits@10,Hits@20,Hits@50,Hits@100,MRR,mrr_hit1,mrr_hit3,mrr_hit10,mrr_hit20,mrr_hit50,mrr_hit100,AUC,AP,ACC,out_channels,hidden_channels,heads,negative_slope,dropout,num_layers,base_lr,score_num_layers_predictor,score_gin_mlp_layer,score_hidden_channels,score_out_channels,score_num_layers,score_dropout,product,epochs,train_time,test_time,params
cora_run1qacz7uf_GAT_hyperw0d766z0,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.860513925552368,13.906042337417604,222561
cora_runqeogi6ee_GAT_hyperw00oi5c3,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,9.477365255355837,9.53348708152771,219697
cora_runqeogi6ee_GAT_hyperl89iii1v,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,9.822556972503662,9.883057832717896,219697
cora_run1qacz7uf_GAT_hyperi4t73wx9,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.915937423706056,16.004117012023926,222561
cora_run1qacz7uf_GAT_hypersgozqv3a,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.440762281417847,6.489728212356567,222561
cora_run1qacz7uf_GAT_hyper7w9fn6vm,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,6.956762075424194,7.006429195404053,222561
cora_runqeogi6ee_GAT_hyperjq0chugb,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,18.715229988098145,18.86733317375183,219697
cora_run1qacz7uf_GAT_hyperh4s854ws,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.446787118911743,8.506656885147095,222561
cora_run1qacz7uf_GAT_hyperlcfynb8o,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.480810880661011,7.629279851913452,222561
cora_runqeogi6ee_GAT_hyperyzus2yj7,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,25.00160574913025,25.14711833000183,219697
cora_run1qacz7uf_GAT_hyperpwhisb03,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.17173957824707,19.31468176841736,222561
cora_runqeogi6ee_GAT_hyperuohvg1ii,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,26.017450094223022,26.07487320899964,219697
cora_run1qacz7uf_GAT_hyperec2o23ej,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,24.26672840118408,24.34842419624329,222561
cora_runqeogi6ee_GAT_hyperidnx2dtu,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,29.110249757766724,29.161046266555783,219697
cora_run1qacz7uf_GAT_hyper5al0eisz,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,27.38823175430298,27.434776782989506,222561
cora_runqeogi6ee_GAT_hyperiga826im,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,12.85322332382202,12.944090843200684,219697
cora_runqeogi6ee_GAT_hyperig8twl03,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,14.207547903060911,14.370153188705444,219697
cora_run1qacz7uf_GAT_hyperqjx0pztl,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,22.65985918045044,22.721456050872803,222561
cora_runqeogi6ee_GAT_hyperecxbrxno,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,16.1711745262146,16.2241153717041,219697
cora_run1qacz7uf_GAT_hyperzzt3giil,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.927168130874634,14.051802396774292,222561
cora_runqeogi6ee_GAT_hyperam1xqite,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,12.845749855041504,12.943896055221558,219697
cora_run1qacz7uf_GAT_hyperl1d69hwq,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,13.6923987865448,13.900339126586914,222561
cora_runqeogi6ee_GAT_hypertmdl6g96,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,3.739049673080444,3.8030757904052734,219697
cora_runqeogi6ee_GAT_hyperymwocufv,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.966980218887329,8.125259399414062,219697
cora_run1qacz7uf_GAT_hyperif05r3lf,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,16.730656147003174,16.844459056854248,222561
cora_runqeogi6ee_GAT_hyper8uexw6ms,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.690546989440918,7.869967699050903,219697
cora_runqeogi6ee_GAT_hyperbemvp5st,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,8.63434648513794,8.723886013031006,219697
cora_run1qacz7uf_GAT_hyper2vjs36qk,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,17.4293212890625,17.587757349014282,222561
cora_run1qacz7uf_GAT_hyperkz70uhtm,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.052481174468994,8.233914852142334,222561
cora_runqeogi6ee_GAT_hyper4p6ehdes,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,18.524540662765503,18.563879251480103,219697
cora_run1qacz7uf_GAT_hyperivrqrymh,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.380563974380493,8.520550966262817,222561
cora_run1qacz7uf_GAT_hypermw0eypyf,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.89109468460083,7.942526817321777,222561
cora_run1qacz7uf_GAT_hyperh7irqv7p,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.248353958129883,8.347854375839233,222561
cora_runqeogi6ee_GAT_hyperbts6bpym,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,23.239343881607056,23.28299331665039,219697
cora_run1qacz7uf_GAT_hyper222l4vt1,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.71317982673645,19.83877658843994,222561
cora_runqeogi6ee_GAT_hypery7ej5v3k,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,28.302329778671265,28.461694717407227,219697
cora_run1qacz7uf_GAT_hyper67kw14mz,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,25.335267066955566,25.384024143219,222561
cora_runqeogi6ee_GAT_hyperbp93mcb1,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,30.97265601158142,31.12749290466309,219697
cora_run1qacz7uf_GAT_hyperrrvwbhev,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,27.082046270370483,27.247037410736084,222561
cora_runqeogi6ee_GAT_hyperd9e3g8rr,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,12.8474018573761,12.989238500595093,219697
cora_runqeogi6ee_GAT_hyper6gnvcze1,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,14.313501596450806,14.47092580795288,219697
cora_run1qacz7uf_GAT_hypertowuqvhj,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,32.07117700576782,32.12786078453064,222561
cora_runqeogi6ee_GAT_hyperqtd2ock0,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,10.911221265792848,11.027727127075195,219697
cora_run1qacz7uf_GAT_hyperjl9f5135,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.671699285507202,12.719116687774658,222561
cora_runqeogi6ee_GAT_hyperzjf7t6wd,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,15.962815284729004,16.06923818588257,219697
cora_runqeogi6ee_GAT_hyper1vqkdn6o,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,8.114598274230957,8.228817224502563,219697
cora_run1qacz7uf_GAT_hyperqf3o5ln6,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,11.259599447250366,11.388871908187866,222561
cora_runqeogi6ee_GAT_hyperaavvyn7a,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.244724988937378,7.42279314994812,219697
cora_runqeogi6ee_GAT_hyperfs3x4wp5,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,8.699686288833618,8.850667715072632,219697
cora_run1qacz7uf_GAT_hyperi9ukanh5,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.71761989593506,15.793911933898926,222561
cora_runqeogi6ee_GAT_hyperpsujden1,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,8.957953453063965,9.112424850463867,219697
cora_run1qacz7uf_GAT_hypermcllz5g3,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.553101778030396,15.722795248031616,222561
cora_run1qacz7uf_GAT_hypern0hzbe06,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.175294160842896,7.226889848709106,222561
cora_runqeogi6ee_GAT_hyperg24aruvx,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,15.460801839828491,15.544127941131592,219697
cora_run1qacz7uf_GAT_hyperji0s2daa,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,7.287031412124634,7.357745409011841,222561
cora_run1qacz7uf_GAT_hypera56nlj5w,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.501600503921509,8.612740516662598,222561
cora_runqeogi6ee_GAT_hyper6z85y6sa,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,22.30678367614746,22.4079327583313,219697
cora_run1qacz7uf_GAT_hyperq8djmjfm,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,9.630774021148682,9.690328121185305,222561
cora_run1qacz7uf_GAT_hyperk7hkk0ug,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.10265707969665,19.14341926574707,222561
cora_runqeogi6ee_GAT_hyperclutjs0n,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,20.98458194732666,21.13910937309265,219697
cora_run1qacz7uf_GAT_hyperrlat39dg,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,22.09428358078003,22.143124103546143,222561
cora_runqeogi6ee_GAT_hyperjbuf9r4i,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,30.962087631225582,31.15020990371704,219697
cora_runqeogi6ee_GAT_hyperw11v8gbr,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,12.125701189041138,12.197733640670776,219697
cora_run1qacz7uf_GAT_hyperbn7qg4j0,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,19.692716121673584,19.73957300186157,222561
cora_runqeogi6ee_GAT_hyper3nyqssou,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,14.279660701751707,14.428528308868408,219697
cora_runqeogi6ee_GAT_hypere7xz58v8,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,15.518807411193848,15.636091232299805,219697
cora_run1qacz7uf_GAT_hyperyz2y0y62,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,25.894838094711304,26.07435917854309,222561
cora_runqeogi6ee_GAT_hyperglcriekw,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,92.37,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,17.133647918701172,17.189342498779297,219697
cora_run1qacz7uf_GAT_hyper4botxvtr,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,12.002197265625,12.113852500915527,222561
cora_runqeogi6ee_GAT_hyperambj0w5x,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,5.597006320953369,5.685214281082153,219697
cora_run1qacz7uf_GAT_hyper2dcjen22,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,14.656725406646729,14.766668796539308,222561
cora_runqeogi6ee_GAT_hyper5v3ub1nv,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.442379474639893,7.55635142326355,219697
cora_runqeogi6ee_GAT_hypervw6x6sc2,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.424461126327515,7.4759814739227295,219697
cora_run1qacz7uf_GAT_hyperh4bpvwui,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,15.381048679351808,15.432801485061646,222561
cora_runqeogi6ee_GAT_hyperl4102rmb,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,9.184817790985107,9.311907529830933,219697
cora_run1qacz7uf_GAT_hyperdt6yzgsr,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,10.299988508224487,10.357994079589844,222561
cora_runqeogi6ee_GAT_hyperfq0wrt20,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,19.233839988708496,19.37619686126709,219697
cora_run1qacz7uf_GAT_hyperlflfpfkh,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,5.478398323059082,5.532034158706665,222561
cora_run1qacz7uf_GAT_hyperc1h0oua0,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.111711978912354,8.262907266616821,222561
cora_run1qacz7uf_GAT_hypervnd9it92,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,8.683160543441772,8.737977743148804,222561
cora_runqeogi6ee_GAT_hyperg2qah26e,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,20.700159072875977,20.798738956451416,219697
cora_run1qacz7uf_GAT_hyper9z4i6udl,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,32,1,3,0.1,dot,20,10.857685804367064,10.911176204681396,222561
cora_runqeogi6ee_GAT_hyperwg3cy0sw,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,19.30250859260559,19.37176322937012,219697
cora_run1qacz7uf_GAT_hyperam78agnx,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,14.968868017196655,15.008023023605348,217344
cora_run1qacz7uf_GAT_hyperbttak4ol,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,26.07410979270935,26.12508749961853,217344
cora_runqeogi6ee_GAT_hyperrbxv34u2,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,31.94598746299744,32.0513801574707,219697
cora_runqeogi6ee_GAT_hyper394r6p6u,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,7.914466619491577,8.008465766906738,219697
cora_run1qacz7uf_GAT_hypero410xote,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,27.15819549560547,27.270267486572266,217344
cora_runqeogi6ee_GAT_hypern7flbarv,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,17.195608377456665,17.348150730133057,219697
cora_runqeogi6ee_GAT_hyperr3bvhneb,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,15.613316535949709,15.668431520462036,219697
cora_run1qacz7uf_GAT_hyperbkyuomzu,2.37,40.68,92.28,96.64,100.0,100.0,28.37,2.37,40.68,92.28,96.64,100.0,100.0,96.33,96.72,94.92,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,inner,20,28.421958684921265,28.571905851364136,217344
cora_runqeogi6ee_GAT_hypernam9hrsm,27.53,20.48,73.13,93.91,99.36,100.0,40.81,27.53,20.48,73.13,93.91,99.36,100.0,96.83,96.59,100.0,128,128,4,0.1,0.0,3,0.015,3,2,16,1,3,0.1,dot,20,15.01247525215149,15.078091144561768,219697
